lk,jrk,ID,takte,eeltakt,mõõt,maakond,Aasta,,kogujad,viide,SX,tekst,Attn,kogujad,maakond,maakond,kogujad,kogutud viise,taktimõõdud,,,tekst
,520,0520-r,4,,2/4,Karula,1877,,Lähteenkorva,324,,"Ols-te-ren o-li uh-ke pois-si, Ols-te-ren o-li uh-ke pois-si.",,Lähteenkorva (324),"520. Karula, 1877",,,1365,,,,"Olsteren oli uhke poissi, Olsteren oli uhke poissi."
,521,0521-r,4,,2/4,Kadrina,,,K.Viljak,97,,"Äi-a-ke-ne, äm-ma-ke-ne, las-ke mind ko-ju mi-ne-ma.",,K.Viljak (97),521. Kadrina,,,1365,,,,"Äiakene, ämmakene, laske mind koju minema."
,522,0522-r,4,,2/4,Väike-Maarja,,,P.Penna,161,,"Ol-ge ter-ved, õl-le-se-pad ...",,P.Penna (161),522. Väike-Maarja,,,1365,,,,"Olge terved, õllesepad ..."
,523,0523-r,4,,2/4,Paistu,,,Aavik-Sakeus,36,,"Tü-ki hulk-sin Har-ju-maa-da, tü-ki hulk-sin Har-ju-maa-da.",,Aavik-Sakeus (36),523. Paistu,,,1365,,,,"Tüki hulksin Harjumaada, tüki hulksin Harjumaada."
,524,0524-r,4,,2/4,Kursi ja Võnnu,,,J.Kärt,27,,"Oh sa ku-ning, ku-nin-ga-ke, miks sa ei-le mei-le ei tul-nud?",,J.Kärt (27),524. Kursi ja Võnnu,,,1365,,,,"Oh sa kuning, kuningake, miks sa eile meile ei tulnud?"
70,525,0525-r,4,,2/4,Väike-Maarja,,,P.Penna,157,,"Oot, oot, sur-ma, noo, noo, sur-ma, ma ta-han sur-ma-ga tõ-rel-da.",,P.Penna (157),525. Väike-Maarja,,,1365,,,,"Oot, oot, surma, noo, noo, surma, ma tahan surmaga tõrelda."
,526,0526-r,4,,2/4,Koeru,,,Välbe-Martin-Rosenstrauch,61,,"Kas to-hib tul-la tu-ba-je, al-la rääs-tas-ta a-ja-da?",,Välbe-Martin-Rosenstrauch (61),526. Koeru,,,1365,,,,"Kas tohib tulla tubaje, alla räästasta ajada?"
,527,0527-r,4,,2/4,Kadrina,,,K.Viljak,99,,"O-leks ma u-nes-ki näi-nud, tuk-ku-des _ _ mull' too-dud meel-de.",,K.Viljak (99),527. Kadrina,,,1365,,,,"Oleks ma uneski näinud, tukkudes mull' toodud meelde."
,528,0528-r,4,,2/4,Kadrina,,,K.Viljak,46,,"Lõ-pe, lõ-pe, põl-lu-ke-ne, sa-a ot-sa, saa-re-ke-ne.",,K.Viljak (46),528. Kadrina,,,1365,,,,"Lõpe, lõpe, põllukene, saa otsa, saarekene."
,529,0529-r,4,,2/4,Kadrina,,,K.Viljak,43,,"Tu-le mul-le, kit-se-ke-ne, ma teen uu-ed um-mis-kin-gad.",,K.Viljak (43),529. Kadrina,,,1365,,,,"Tule mulle, kitsekene, ma teen uued ummiskingad."
,530,0530-r,4,,2/4,Kadrina,,,K.Viljak,44,,"Läh-me sin-na kai-mu kõr-va, läh-me sin-na Rii-a poo-le.",,K.Viljak (44),530. Kadrina,,,1365,,,,"Lähme sinna kaimu kõrva, lähme sinna Riia poole."
,531,0531-r,4,,2/4,Haljala,,,Viljak-Mark,5,,"E-hi, nei-du, eks sin-na jõu-a, _ _ saa, _ _ nei-du, saaks me-ne-ma.",,Viljak-Mark (5),531. Haljala,,,1365,,,,"Ehi, neidu, eks sinna jõua, saa, neidu, saaks menema."
,532,0532-r,4,,2/4,Järva-Madise,,,P.Penna,30/23,,"Mi-nu pruut on neit-si-ke-ne, al-les kii-gub kät-ki sees. _ _ ",,P.Penna (30/23),532. Järva-Madise,,,1365,,,,"Minu pruut on neitsikene, alles kiigub kätki sees. "
71,533,0533-r,4,,2/4,Kadrina,,,K.Viljak,65,,"Ii-dut-tii-dut ti-te rei-ed, ka-ru kis-kus Kei-e rei-ed.",,K.Viljak (65),533. Kadrina,,,1365,,,,"Iiduttiidut tite reied, karu kiskus Keie reied."
,534,0534-r,4,,2/4,Haljala,,,Penna-Luud,164 a,,Ra-ha mul mak-sab lau-la-mi-ne ...,,Penna-Luud (164 a),534. Haljala,,,1365,,,,Raha mul maksab laulamine ...
,535,0535-r,4,,2/4,Paistu,1877,,Lähteenkorva,337,,"Oi roi roi roi ro-til pul-mad, oi roi roi roi ro-til pul-mad!",,Lähteenkorva (337),"535. Paistu, 1877",,,1365,,,,"Oi roi roi roi rotil pulmad, oi roi roi roi rotil pulmad!"
,536,0536-r,4,,2/4,Pilistvere,,,Saar-Siimer,7 b,, ,,Saar-Siimer (7 b),536. Pilistvere,,,1365,,,, 
,537,0537-r,4,,2/4,Pilistvere,,,Saar-Siimer,7 a,,"Kii-gu, kii-gu, kii--ge-ke-ne, kii-gu ü-le kol-me met-sa.",,Saar-Siimer (7 a),537. Pilistvere,,,1365,,,,"Kiigu, kiigu, kiigekene, kiigu üle kolme metsa."
,538,0538-r,4,,2/4,Simuna,,,Siimer-Rosenstrauch,16,,"Huist! huist! koe-rad hau-ku-mas-ta, kir-jud koe-rad kis-ku-mas-ta.",,Siimer-Rosenstrauch (16),538. Simuna,,,1365,,,,"Huist! huist! koerad haukumasta, kirjud koerad kiskumasta."
,539,0539-r,2,,2/4,Jõhvi,,,Penna-Sildnik,16,b,Lõ-pe-ta-me sel-le põl-lu.,,Penna-Sildnik (16) b,539. Jõhvi,,,1365,,,,Lõpetame selle põllu.
,540,0540-r,4,,2/4,Kolga-Jaani,,,Simm-Reisik,32,,"Vee-re loo-ja, päe-va-ke-ne, vee-re loo-ja, päe-va-ke-ne.",,Simm-Reisik (32),540. Kolga-Jaani,,,1365,,,,"Veere looja, päevakene, veere looja, päevakene."
72,541,0541-r,4,,2/4,Vändra,,,Saar,20,,"An-ne mi-na ar-mas-ta-sin, An-ne mi-na ar-mas-ta-sin.",,Saar (20),541. Vändra,,,1365,,,,"Anne mina armastasin, Anne mina armastasin."
,542,0542-r,4,,2/4,Järva-Jaani,,,Välbe-Martin-Rosenstrauch,7,,Kas o-li ot-sas or-ja õn-ne või o-li pe-re-po-ja õn-ne.,,Välbe-Martin-Rosenstrauch (7),542. Järva-Jaani,,,1365,,,,Kas oli otsas orja õnne või oli perepoja õnne.
,543,0543-r,4,,2/4,Karksi,,,Martin-Tatz,95,,"Vii-bu-sin mi-na, vii-bu-sin ...",,Martin-Tatz (95),543. Karksi,,,1365,,,,"Viibusin mina, viibusin ..."
,544,0544-r,4,,2/4,Pilistvere,,,Saar-Siimer,97,,"Ann o-li Har-ju neit-si-ke-ne, Ann o-li Har-ju neit-si-ke-ne.",,Saar-Siimer (97),544. Pilistvere,,,1365,,,,"Ann oli Harju neitsikene, Ann oli Harju neitsikene."
,545,0545-r,4,,2/4,Sangaste,,,A.Kiis,97,,"Pa-ras, pa-ras, _ _ e-mä-ke-ne, pa-ras pa-ras, _ _ e-mä-ke-ne.",,A.Kiis (97),545. Sangaste,,,1365,,,,"Paras, paras, emäkene, paras paras, emäkene."
,546,0546-r,4,,2/4,Kolga-Jaani,,,Simm-Reisik,10,,"Oh si-na, sur--ma sõ-ge-da, _ _ oh sa, sur--ma sõ-ge-da!",,Simm-Reisik (10),546. Kolga-Jaani,,,1365,,,,"Oh sina, surma sõgeda, oh sa, surma sõgeda!"
,547,0547-r,4,,2/4,Kolga-Jaani,,,Simm-Reisik,9,,"E-mä-ke-ne, _ _ mem-me-ke-ne, e-mä-ke-ne, taa-di-ke-ne.",,Simm-Reisik (9),547. Kolga-Jaani,,,1365,,,,"Emäkene, memmekene, emäkene, taadikene."
,548,0548-r,4,,2/4,Paistu,,,Hermann,129,,"Mi-na mees me-re-me'e poi-ga, mi-na mees me-re-me'e poi-ga.",,Hermann (129),548. Paistu,,,1365,,,,"Mina mees mereme'e poiga, mina mees mereme'e poiga."
73,549,0549-r,4,,2/4 5/8 2/4 5/8,Häädemeeste,,,Martin-Johanson,19,,"Söö-ge, lan-gud, söö-ge, lan-gud ...",,Martin-Johanson (19),549. Häädemeeste,,,1365,,,,"Sööge, langud, sööge, langud ..."
,550,0550-r,2,,6/8,Ambla,,,J.Välbe,97,,"Kii-ge--se-pad, _ _ hel-lad _ _ ven-nad.",,J.Välbe (97),550. Ambla,,,1365,,,,"Kiigesepad, hellad vennad."
,551,0551-r,4,,2/4,Paistu,,,Hermann,139,,"Noo-red me-hed, hel-läd vel-led, noo-red me-hed, hel-läd vel-led.",,Hermann (139),551. Paistu,,,1365,,,,"Noored mehed, helläd velled, noored mehed, helläd velled."
,552,0552-r,4,,2/4,Kadrina,,,K.Viljak,61,,"Läh-me mei-e loo-gu _ _ võt-ma, vii-me Ma-ri kaa-ru-ta-ma.",,K.Viljak (61),552. Kadrina,,,1365,,,,"Lähme meie loogu võtma, viime Mari kaarutama."
,553,0553-r,2,,6/8,Järva-Jaani,,,Välbe-Martin-Rosenstrauch,3,,Oh te _ _ hul-lud kii-ge--se-pad.,,Välbe-Martin-Rosenstrauch (3),553. Järva-Jaani,,,1365,,,,Oh te hullud kiigesepad.
,554,0554-r,4,,2/4,Pärnu-Jaagupi,,,Hendrikmann,11,, ,,Hendrikmann (11),554. Pärnu-Jaagupi,,,1365,,,, 
,555,0555-r,4,,2/4,Nigula,,,C.Kreek,32,,"Mann läks met-sa maa-si-ka-le, Mann läks met-sa maa-si-ka-le.",,C.Kreek (32),555. Nigula,,,1365,,,,"Mann läks metsa maasikale, Mann läks metsa maasikale."
,556,0556-r,4,,2/4,Karksi,,,Martin-Tatz,101,,Võ-ti ru-ka hom-mi-kul-la ...,,Martin-Tatz (101),556. Karksi,,,1365,,,,Võti ruka hommikulla ...
74,557,0557-r,4,,2/4,Järvamaa,,,K.Viljak,20,,"O-leks mi-nu o-le-mi-ne, tei-seks mi-nu te-ge-mi-ne.",,K.Viljak (20),557. Järvamaa,,,1365,,,,"Oleks minu olemine, teiseks minu tegemine."
,558,0558-r,4,,2/4,Karksi,,,Martin-Tatz,64,,Kui me üür-game ü-te-le-ma ...,,Martin-Tatz (64),558. Karksi,,,1365,,,,Kui me üürgame ütelema ...
,559,0559-r,4,,2/4,Kadrina,,,K.Viljak,7,,"Mei-e kak-si vaes-ta las-ta, mul po-le i-sa, mul po-le e-ma.",,K.Viljak (7),559. Kadrina,,,1365,,,,"Meie kaksi vaesta lasta, mul pole isa, mul pole ema."
,560,0560-r,4,,2/4,Järvamaa,,,Penna-Rosenstrauch,37,,"Hel-la-ke-ne, ven-na-ke-ne, kas nä-gid mi-nu ho-bus-ta?",,Penna-Rosenstrauch (37),560. Järvamaa,,,1365,,,,"Hellakene, vennakene, kas nägid minu hobusta?"
,561,0561-r,4,,2/4,Pärnu-Jaagupi,,,Hendrikmann,10,, ,,Hendrikmann (10),561. Pärnu-Jaagupi,,,1365,,,, 
,562,0562-r,6,,6/8 6/8 3/8 3/8 3/8 3/8,Simititsa,,,Penna-Luud,33,,"E: Nõt-ku, nõt-ku, nõe-la-ke-ne, hüp-pa, nõe-la, kar-ga, nõe-la, K: hüp-pa, nõe-la, kar-ga, nõe-la!",,Penna-Luud (33),562. Simititsa,,,1365,,,,"E: Nõtku, nõtku, nõelakene, hüppa, nõela, karga, nõela, K: hüppa, nõela, karga, nõela!"
,563,0563-r,8,,2/4,Sangaste,,,A.Kiis,91,,"O-lin mi-na or-jas, käi-sin kar-jas, o-lin mi-na or-jas, käi-sin kar-jas,
kõnd-sin tee-da, kõnd-sin maa-da, kõnd-sin üm-ber me-re äär-ta.",,A.Kiis (91),563. Sangaste,,,1365,,,,"Olin mina orjas, käisin karjas, olin mina orjas, käisin karjas,
kõndsin teeda, kõndsin maada, kõndsin ümber mere äärta."
75,564,0564-r,4,,2/4,Simititsa,,,Penna-Luud,46 e,,"E: Ri-pu-te-len, ra-pu-te-len, K: ri-pu-te-len rip-pe-li-da.",,Penna-Luud (46 e),564. Simititsa,,,1365,,,,"E: Riputelen, raputelen, K: riputelen rippelida."
,565,0565-r,4,,2/4,Ambla,,,J.Välbe,18,,"Kil-jub nei-du, kal-jub nei-du, kil-jub mi-nu võt-te-es-sa.",,J.Välbe (18),565. Ambla,,,1365,,,,"Kiljub neidu, kaljub neidu, kiljub minu võtteessa."
,566,0566-r,4,,2/4,Rakvere,,,Elken-Rosenstrauch,29,,Ei mi-na to-hi tup-pa tul-la ...,,Elken-Rosenstrauch (29),566. Rakvere,,,1365,,,,Ei mina tohi tuppa tulla ...
,567,0567-r,4,,2/4,Puhja,1883,,Hermann,1557,,"Lõi-ka, lõi-ka, sir--bi-ke-ne, ku-gu, _ _ kul-la rau-a-ke-ne.",,Hermann (1557),"567. Puhja, 1883",,,1365,,,,"Lõika, lõika, sirbikene, kugu, kulla rauakene."
,568,0568-r,4,,2/4,Vändra,,,Saar,10,,"E: Kii-gu-ta-ge kõr-ge-mi-ni, K: kii-gu-ta-ge kõr-ge-mi-ni!",,Saar (10),568. Vändra,,,1365,,,,"E: Kiigutage kõrgemini, K: kiigutage kõrgemini!"
,569,0569-r,4,,2/4,Koeru,,,M.Sõster,31,,"Kui ma hak-kan lau-le-mai-e, lau-le-mai-e, luu-le-mai-e...",,M.Sõster (31),569. Koeru,,,1365,,,,"Kui ma hakkan laulemaie, laulemaie, luulemaie..."
,570,0570-r,4,,2/4,Ridala,,,Kreek-Mudda,7,b,"O-lin mi-na mõi-sa põl-lu peal, _ _ künd-sin _ _ kü--la ke-sa-ae-da.",,Kreek-Mudda (7) b,570. Ridala,,,1365,,,,"Olin mina mõisa põllu peal, kündsin küla kesaaeda."
76,571,0571-r,4,,2/4,Ridala,,,Kreek-Mudda,7,c,"Mei-e me-hed kui met-sa-pul-lid, A--ru Jü--ri hal-lid sõn-nid.",,Kreek-Mudda (7) c,571. Ridala,,,1365,,,,"Meie mehed kui metsapullid, Aru Jüri hallid sõnnid."
,572,0572-r,4,,2/4,Järva-Madise,,,P.Penna,47/40,,"Mis si-na lau-lad, lam-pi-lõu-ga, kõõ-ru-tad, ni-na kõ-ve-ra.",,P.Penna (47/40),572. Järva-Madise,,,1365,,,,"Mis sina laulad, lampilõuga, kõõrutad, nina kõvera."
,573,0573-r,4,,2/4,Hargla,,,Aavik,22,,"Kes-vä sä-sü rõõ-mu-me-si, kal-lis roo-si kar-va ving.",,Aavik (22),573. Hargla,,,1365,,,,"Kesvä säsü rõõmumesi, kallis roosi karva ving."
,574,0574-r,6,,2/4,Krimmi,,,R.Kõhelik,39,,Kui ma hak-kan lau-la-mai-e ...,,R.Kõhelik (39),574. Krimmi,,,1365,,,,Kui ma hakkan laulamaie ...
,575,0575-r,8,,2/4,Koeru,,,Välbe-Martin-Rosenstrauch,77,,"O-leks mi-nu o-le-mi-ne, tei-seks mi-nu te-ge-mi-ne,
küll ma teak-sin, mis ma teek-sin: ma pa-neks här-rad här-ga-dek-si.",,Välbe-Martin-Rosenstrauch (77),575. Koeru,,,1365,,,,"Oleks minu olemine, teiseks minu tegemine,
küll ma teaksin, mis ma teeksin: ma paneks härrad härgadeksi."
,576,0576-r,4,,2/4,Ambla,,,J.Välbe,12,,"Pää-sek-sin mi-na mi-ne-ma, ha-ni hul-gas-ta o-ju-ma.",,J.Välbe (12),576. Ambla,,,1365,,,,"Pääseksin mina minema, hani hulgasta ojuma."
77,577,0577-r,8,,2/4,Marja-Magdaleena,,,Välbe-Sulg,4,,"Läh-me se-da tee-da möö-da, se-da tee-da si-pu-lis-ta,
mõt-tel mar-ja-var-si-lis-ta, kus on en-ne or-jad käi-nud.",,Välbe-Sulg (4),577. Marja-Magdaleena,,,1365,,,,"Lähme seda teeda mööda, seda teeda sipulista,
mõttel marjavarsilista, kus on enne orjad käinud."
,578,0578-r,8,,2/4,Rõuge,1909,,J.Gutves,33,,"Pa-i, kul-la pe-re-nai-ne, kas ma kar-ja ko-du a-ja?
kas on val-mis vas-ka-joo-ki?",,J.Gutves (33),"578. Rõuge, 1909",,,1365,,,,"Pai, kulla perenaine, kas ma karja kodu aja?
kas on valmis vaskajooki?"
,579,0579-r,6,,2/4,Häädemeeste,,,Martin-Johanson,9,,"Taht-sin, _ _ taht-sin _ _ tal-gu-se-le ...",,Martin-Johanson (9),579. Häädemeeste,,,1365,,,,"Tahtsin, tahtsin talgusele ..."
,580,0580-r,4,,2/4,Vändra,,,Saar,22,,"Ju-ma-la-ga al-ga pruu-li juu-res, Ju-ma-la-ga al-ga pruu-li juu-res.",,Saar (22),580. Vändra,,,1365,,,,"Jumalaga alga pruuli juures, Jumalaga alga pruuli juures."
,581,0581-r,4,,2/4,Järva-Madise,,,Topmann-Rahamägi,13,, ,,Topmann-Rahamägi (13),581. Järva-Madise,,,1365,,,, 
78,582,0582-r,4,,2/4,Kuusalu,,,Viljak-Vilberg,184,,"Mü-üks, _ _ mü-üks mar-di--ka-ne, mü-üks _ _ mar-di-san-di-ka-ne.",,Viljak-Vilberg (184),582. Kuusalu,,,1365,,,,"Müüks, müüks mardikane, müüks mardisandikane."
,583,0583-r,4,,2/4,Väike-Maarja,,,P.Penna,205,,Las-ke sis-se mar-di-san-did ...,,P.Penna (205),583. Väike-Maarja,,,1365,,,,Laske sisse mardisandid ...
,584,0584-r,4,,2/4,Rõngu,,,P.Kurg,52,,"Jaa-ni--kõ-ne, Jaa-ni--kõ-ne, tii mull' _ _ til-lu tõl-la--kõ-ne.",,P.Kurg (52),584. Rõngu,,,1365,,,,"Jaanikõne, Jaanikõne, tii mull' tillu tõllakõne."
,585,0585-r,6,,2/4,Jõhvi,,,Penna-Sildnik,16,c,Eit mind _ _ käs-kis hei-e--ta-da ...,,Penna-Sildnik (16) c,585. Jõhvi,,,1365,,,,Eit mind käskis heietada ...
,586,0586-r,4,,2/4,Koeru ja Järva-Jaani,,,Martin-Rosenstrauch,253,,"Pe-re-nai-ne, põr-gu-li-ne, an-na or-jal' häs-ti süü-a.",,Martin-Rosenstrauch (253),586. Koeru ja Järva-Jaani,,,1365,,,,"Perenaine, põrguline, anna orjal' hästi süüa."
,587,0587-r,4,,2/4,Koeru,,,Välbe-Martin-Rosenstrauch,59,,"Võt-sin nai-se noo-ru-ke-se, õr-na hõ-be-hel-me-ke-se.",,Välbe-Martin-Rosenstrauch (59),587. Koeru,,,1365,,,,"Võtsin naise noorukese, õrna hõbehelmekese."
,588,0588-r,8,,2/4,Paistu,1888,,H.Leppik,29,,"I-lus õh-tu, kal-lis õh-tu ...",,H.Leppik (29),"588. Paistu, 1888",,,1365,,,,"Ilus õhtu, kallis õhtu ..."
79,589,0589-r,4,,2/4,Järva-Madise,,,P.Penna,9/2,,"Lõ-pe, lõ-pe, põl-lu-ke-ne, vä-he-ne, sa väl-ja-ke-ne.",,P.Penna (9/2),589. Järva-Madise,,,1365,,,,"Lõpe, lõpe, põllukene, vähene, sa väljakene."
,590,0590-r,4,,2/4,Järva-Madise,,,P.Penna,147/36,,"Mis sa, hin-ge-tu, ä-gi-sed, po-ri-kär-bes, mis po-ri-sed!",,P.Penna (147/36),590. Järva-Madise,,,1365,,,,"Mis sa, hingetu, ägised, porikärbes, mis porised!"
,591,0591-r,4,,2/4,Karula,1877,,Lähteenkorva,329,,"Ve-li, hel-la vel-le-ke-ne, ve-li, hel-la vel-le-ke-ne.",,Lähteenkorva (329),"591. Karula, 1877",,,1365,,,,"Veli, hella vellekene, veli, hella vellekene."
,592,0592-r,2,,6/8,Kadrina,,,K.Viljak,22,,Läk-sin kii-ke kat-su-mai-e.,,K.Viljak (22),592. Kadrina,,,1365,,,,Läksin kiike katsumaie.
,593,0593-r,4,,2/4,Haljala,,,Viljak-Mark,13,,"Oi _ _ roi _ _ ro-til pul--mad, hii-re tü-tar sai me-he-le...",,Viljak-Mark (13),593. Haljala,,,1365,,,,"Oi roi rotil pulmad, hiire tütar sai mehele..."
,594,0594-r,4,,2/4,Halliste,,,Aavik,90,,"Hoo-ri huik-si, tõi-se hõik-si, hoo-ri huik-si, tõi-se hõik-si.",,Aavik (90),594. Halliste,,,1365,,,,"Hoori huiksi, tõise hõiksi, hoori huiksi, tõise hõiksi."
,595,0595-r,4,,2/4,Helme,,,Martin-Tatz,2 a,,"Mi-ne ü-le, vih-ma-ke-ne, vih-ma-ke-ne, vel-le-ke-ne!",,Martin-Tatz (2 a),595. Helme,,,1365,,,,"Mine üle, vihmakene, vihmakene, vellekene!"
80,596,0596-r,4,,2/4,Tarvastu,,,Simm-Reisik,6 b,, ,,Simm-Reisik (6 b),596. Tarvastu,,,1365,,,, 
,597,0597-r,4,,2/4,Järvamaa,,,Penna-Rosenstrauch,7,,"Juu-did joo-vad kõrt-sus-sa-gi, mi-na a-ga lip-pan kõr-vas-sa-gi.",,Penna-Rosenstrauch (7),597. Järvamaa,,,1365,,,,"Juudid joovad kõrtsussagi, mina aga lippan kõrvassagi."
,598,0598-r,4,,2/4,Tarvastu,,,Simm-Reisik,6 a,,"Poi-si, poi-si, noo-re, noo-re, kü-la neit-si lin-nu-ke-se...",,Simm-Reisik (6 a),598. Tarvastu,,,1365,,,,"Poisi, poisi, noore, noore, küla neitsi linnukese..."
,599,0599-r,4,,2/4,Rakvere,,,Elken-Rosenstrauch,41,,"Jü-ri joob, Jü-ri jo-ru-tab, Jü-ri ei an-na kel-le-le-gi.",,Elken-Rosenstrauch (41),599. Rakvere,,,1365,,,,"Jüri joob, Jüri jorutab, Jüri ei anna kellelegi."
,600,0600-r,4,,2/4,Ambla,,,J.Välbe,222,,"Mei-e kak-si vaes-ta las-ta, mei-e kak-si kui ka-na-da.",,J.Välbe (222),600. Ambla,,,1365,,,,"Meie kaksi vaesta lasta, meie kaksi kui kanada."
,601,0601-r,4,,2/4,Ambla,,,J.Välbe,99,,"Oh se-da vii-na vint-su-kes-ta, pu-na-kae-la pun-su-kes-ta.",,J.Välbe (99),601. Ambla,,,1365,,,,"Oh seda viina vintsukesta, punakaela punsukesta."
,602,0602-r,4,,2/4,Suure-Jaani,,,Köstner,39,,"Mar-di küü-ned _ _ kül-me--ta-vad, Mar-di var-bad _ _ va-lu--ta-vad.",,Köstner (39),602. Suure-Jaani,,,1365,,,,"Mardi küüned külmetavad, Mardi varbad valutavad."
,603,0603-r,4,,2/4,Paistu,,,Hermann,134,,"Ol-gem vap-rad, ost-kem mus-tad, va-he-ta-gem nai-sed val-jud.",,Hermann (134),603. Paistu,,,1365,,,,"Olgem vaprad, ostkem mustad, vahetagem naised valjud."
81,604,0604-r,4,,2/4,Koeru,,,Välbe-Martin-Rosenstrauch,35,,"Tä-na joo-me täi-ed too-bid, hom-me too-bid u-pa-ki-le.",,Välbe-Martin-Rosenstrauch (35),604. Koeru,,,1365,,,,"Täna joome täied toobid, homme toobid upakile."
,605,0605-r,4,,2/4,Saarde,,,Martin-Tatz,118,,"Las-ke sis-se mar-di-san-did, las-ke sis-se mar-di-san-did.",,Martin-Tatz (118),605. Saarde,,,1365,,,,"Laske sisse mardisandid, laske sisse mardisandid."
,606,0606-r,4,,2/4,Viru-Nigula,,,K.Viljak,1,a,"O-lin mi-na en-ne se-pa sel-li, se-pa sel-li, kang-ru pois-si.",,K.Viljak (1) a,606. Viru-Nigula,,,1365,,,,"Olin mina enne sepa selli, sepa selli, kangru poissi."
,607,0607-r,4,,2/4,Viru-Nigula,,,K.Viljak,1,b,Las-ke sis-se mar-di-san-did: mar-di küü-ned kül-me-ta-vad.,,K.Viljak (1) b,607. Viru-Nigula,,,1365,,,,Laske sisse mardisandid: mardi küüned külmetavad.
,608,0608-r,8,,2/4,Risti,,,C.Kreek,97,,"Är-ge võt-ke meid vi-has-se, är-ge pan-ge meid pa-has-se,
et o-len kau-aks vii-bi-nud, _ _ ü-le ae-ga ä-ra ol-nud.",,C.Kreek (97),608. Risti,,,1365,,,,"Ärge võtke meid vihasse, ärge pange meid pahasse,
et olen kauaks viibinud, üle aega ära olnud."
,609,0609-r,4,,2/4,Rakvere,,,Elken-Rosenstrauch,42,,"Kü-la üt-les: ku-ku, ku-ku! Kü-la lap-sed: lau-la, lau-la!",,Elken-Rosenstrauch (42),609. Rakvere,,,1365,,,,"Küla ütles: kuku, kuku! Küla lapsed: laula, laula!"
,610,0610-r,4,,2/4,Pilistvere,,,J.Söödor,6,,"Kus on joo-di-ku ho-bu-ne, la-ke-koe-ra lau-ku täk-ku?",,J.Söödor (6),610. Pilistvere,,,1365,,,,"Kus on joodiku hobune, lakekoera lauku täkku?"
82,611,0611-r,4,,2/4,Karksi,,,Hermann,1227,,"Va-na luud mi-nu va-ra-ke, ku-lu mi-nu ko-si-ja-ke.",,Hermann (1227),611. Karksi,,,1365,,,,"Vana luud minu varake, kulu minu kosijake."
,612,0612-r,8,,2/4,Väike-Maarja,,,P.Penna,169,,O-leks a-ga mi-nu o-le-mi-ne ...,,P.Penna (169),612. Väike-Maarja,,,1365,,,,Oleks aga minu olemine ...
,613,0613-r,4,,2/4,Lutsi,,,O.Kallas,11,,"Tu-le ma ü-lõs hom-mun-gul-ta, tu-le ü-lõs hom-mun-gul-ta.",,O.Kallas (11),613. Lutsi,,,1365,,,,"Tule ma ülõs hommungulta, tule ülõs hommungulta."
,614,0614-r,4,,2/4,Ambla,,,J.Välbe,166,,"Mul pol-nud i-sa ol-les--sa-gi, e-ma ei il-ma tul-les-sa-gi.",,J.Välbe (166),614. Ambla,,,1365,,,,"Mul polnud isa ollessagi, ema ei ilma tullessagi."
,615,0615-r,4,,2/4,Paistu,,,Aavik-Sakeus,80,,"Ei, ei, hel-lad ees-ti vel-led, ei, ei, hel-lad ees-ti vel-led.",,Aavik-Sakeus (80),615. Paistu,,,1365,,,,"Ei, ei, hellad eesti velled, ei, ei, hellad eesti velled."
,616,0616-r,4,,2/4,Väike-Maarja,,,P.Penna,162,,"Va-na kub-jas, jä-me ma-gu _ _ ...",,P.Penna (162),616. Väike-Maarja,,,1365,,,,"Vana kubjas, jäme magu ..."
,617,0617-r,4,,6/8,Jõhvi,,,Penna-Sildnik,8,a,Kas lu-ba tu-ba-je tul-la ...,,Penna-Sildnik (8) a,617. Jõhvi,,,1365,,,,Kas luba tubaje tulla ...
83,618,0618-r,4,,2/4,Kursi ja Võnnu,,,J.Kärt,23,,"Siit läeb li-du nei-du-si-da, pa-ras par-ve tü-te-ri-da.",,J.Kärt (23),618. Kursi ja Võnnu,,,1365,,,,"Siit läeb lidu neidusida, paras parve tüterida."
,619,0619-r,5,,2/4,Väike-Maarja,,,P.Penna,208,,Need on uh-ked noo-red här-rad ...,,P.Penna (208),619. Väike-Maarja,,,1365,,,,Need on uhked noored härrad ...
,620,0620-r,4,,2/4,Koeru,,,Välbe-Martin-Rosenstrauch,63,,"O-leks mi-nu o-le-mi-ne, tei-seks _ _ mi-nu te-ge-mi-ne.",,Välbe-Martin-Rosenstrauch (63),620. Koeru,,,1365,,,,"Oleks minu olemine, teiseks minu tegemine."
,621,0621-r,4,,6/8,,,,Hermann,1908,,"Lae-na sõ-e-la, lan-gu-ke-ne, ma sõe-lun se-a _ _ a-ga-nai-da.",,Hermann (1908),621. ,,,1365,,,,"Laena sõela, langukene, ma sõelun sea aganaida."
,622,0622-r,4,,2/4,Ambla,,,J.Välbe,169,,"Ei-de-ke-ne, mem-me-ke-ne, an-na mul-le ai-da võ-ti.",,J.Välbe (169),622. Ambla,,,1365,,,,"Eidekene, memmekene, anna mulle aida võti."
,623,0623-r,4,,2/4,Ambla,,,J.Välbe,67,,"Too-ge kul-pi, ma ku-sek-sin, too-ge lam-pi, ma la-sek-sin.",,J.Välbe (67),623. Ambla,,,1365,,,,"Tooge kulpi, ma kuseksin, tooge lampi, ma laseksin."
